WOS_number,doc_type,authors,title,source,doi,publication_year,author_keywords,email
WOS:000297977700006,J,"Li, Y; Conway, D; Xiong, W; Gao, QZ; Wu, YJ; Wan, YF; Li, Y; Zhang, SL",Effects of climate variability and change on Chinese agriculture: a review,CLIMATE RESEARCH,10.3354/cr01038,2011,Climate variability; Climate change; Climate impacts; Agriculture; Economic impacts; China,
WOS:000286781800001,J,"Rout, UK; Voss, A; Singh, A; Fahl, U; Blesl, M; Gallachoir, BPO",Energy and emissions forecast of China over a long-time horizon,ENERGY,10.1016/j.energy.2010.10.050,2011,Energy demand; Energy indicator; Emission; TIMES model,
WOS:000392766000041,S,"Solangi, KH; Saidur, R; Rahim, NA; Fayaz, H; Islam, MR",Present Solar Energy Potential and Strategies in China,"ENVIRONMENTAL SCIENCE AND TECHNOLOGY, PT 1",,2011,solar energy; china; renewable; energy,
WOS:000286964200003,J,"Pielke, RA",An evaluation of the targets and timetables of proposed Australian emissions reduction policies,ENVIRONMENTAL SCIENCE & POLICY,10.1016/j.envsci.2010.10.008,2011,Climate policy; Australia; Emissions reductions; Decarbonization; Energy policy; Emissions trading,
WOS:000291939100004,J,"Loughlin, DH; Benjey, WG; Nolte, CG",ESP v1.0: methodology for exploring emission impacts of future scenarios in the United States,GEOSCIENTIFIC MODEL DEVELOPMENT,10.5194/gmd-4-287-2011,2011,,
WOS:000300655100005,J,"Schade, B; Wiesenthal, T",Developments in Energy Use for Transport in 27 European Union Countries Through 2030 Outcome of iTREN-2030 Project,TRANSPORTATION RESEARCH RECORD,10.3141/2252-05,2011,,
WOS:000298711800007,J,"Colodner, S; Mullen, MA; Salhotra, M; Schreiber, J; Spivey, M; Thesing, KB; Wilson, JH; Adamson, R; Hansen, T; DeSantis, LM; Rajbanshi, R",Port Authority of New York and New Jersey Criterion Pollutant and Greenhouse Gas Emission Inventory Calendar Years 2006 to 2008,TRANSPORTATION RESEARCH RECORD,10.3141/2233-07,2011,,
RSCI:18122195,J,"Kattsov, V.M.; Porfiriev, B.N.",Assessment of macroeconomic impacts of climate change over the territory of Russian Federation until 2030 and beyond (summary),Trudy Glavnoi geofizicheskoi observatorii im. A.I. Voeikova,,2011,assessment of macroeconomic impacts; climate change; risks of climate change; adaptation of Russian economy,
WOS:000296736000010,J,"Tantemsapya, N; Naksakul, Y; Wirojanagud, W","Mathematical modeling of heavy metals contamination from MSW landfill site in Khon Kaen, Thailand",WATER SCIENCE AND TECHNOLOGY,10.2166/wst.2011.751,2011,contamination; heavy metals; landfill; landfill leachate,
WOS:000284734300019,J,"Watt, MS; Stone, JK; Hood, IA; Palmer, DJ",Predicting the severity of Swiss needle cast on Douglas-fir under current and future climate in New Zealand,FOREST ECOLOGY AND MANAGEMENT,10.1016/j.foreco.2010.09.034,2010,Climate change; Phaeocryptopus gaeumannii; Pseudotsuga menziesii; Spatial modelling,
WOS:000286343000048,J,"Mondal, MAH; Denich, M; Vlek, PLG",The future choice of technologies and co-benefits of CO(2) emission reduction in Bangladesh power sector,ENERGY,10.1016/j.energy.2010.08.037,2010,MARKAL model; CO(2) emission reduction; Power sector; Bangladesh,
WOS:000286365400001,J,"Barker, T; Anger, A; Dessens, O; Pollitt, H; Rogers, H; Scrieciu, S; Jones, R; Pyle, J",Integrated modelling of climate control and air pollution: Methodology and results from one-way coupling of an energy-environment-economy (E3MG) and atmospheric chemistry model (p-TOMCAT) in decarbonising scenarios for Mexico to 2050,ENVIRONMENTAL SCIENCE & POLICY,10.1016/j.envsci.2010.09.008,2010,Climate change mitigation; Decarbonisation; Climate control; Air pollution; E3 modelling,
WOS:000288432500008,J,"Alam, A; Kilpelainen, A; Kellomaki, S",Potential Energy Wood Production with Implications to Timber Recovery and Carbon Stocks Under Varying Thinning and Climate Scenarios in Finland,BIOENERGY RESEARCH,10.1007/s12155-010-9095-1,2010,Climate change; Ecosystem model; Energy wood production; Thinning regime; Timber production and carbon stocks,
WOS:000286365400005,J,"Akpinar-Ferrand, E; Singh, A",Modeling increased demand of energy for air conditioners and consequent CO2 emissions to minimize health risks due to climate change in India,ENVIRONMENTAL SCIENCE & POLICY,10.1016/j.envsci.2010.09.009,2010,Climate change; Developing countries; India; Cooling needs; Adaptation; Mitigation,
WOS:000282853500016,J,"Oh, TH",Carbon capture and storage potential in coal-fired plant in Malaysia-A review,RENEWABLE & SUSTAINABLE ENERGY REVIEWS,10.1016/j.rser.2010.06.003,2010,Carbon dioxide; Greenhouse gas; Carbon capture and storage,
WOS:000284523900002,J,"Jiang, B; Sun, ZQ; Liu, MQ",China's energy development strategy under the low-carbon economy,ENERGY,10.1016/j.energy.2009.12.040,2010,Energy strategy; Carbon dioxide; Low-carbon development; China,
WOS:000284523900003,J,"He, K; Lei, Y; Pan, X; Zhang, Y; Zhang, Q; Chen, D",Co-benefits from energy policies in China,ENERGY,10.1016/j.energy.2008.07.021,2010,Co-benefits; Energy policies; Scenario analysis,
WOS:000284523900025,J,"Li, X; Huang, YM; Gong, JR; Zhang, XS",A study of the development of bio-energy resources and the status of eco-society in China,ENERGY,10.1016/j.energy.2009.04.018,2010,Marginal land; Bio-energy; Energy plant; Ecological benefit,
WOS:000283561900008,J,"Wills, W; La Rovere, EL",Light vehicle energy efficiency programs and their impact on Brazilian CO2 emissions,ENERGY POLICY,10.1016/j.enpol.2009.06.057,2010,Energy efficiency programs; CO2 emission abatement; Flex-fuel cars,
WOS:000283561900028,J,"Zhang, ZX",China in the transition to a low-carbon economy,ENERGY POLICY,10.1016/j.enpol.2010.06.034,2010,Energy saving; Renewable energy; Post-Copenhagen climate negotiations,
WOS:000283561900036,J,"Anandarajah, G; Strachan, N",Interactions and implications of renewable and climate change policy on UK energy scenarios,ENERGY POLICY,10.1016/j.enpol.2010.06.042,2010,Energy policy; Renewables; CO2 emissions,
WOS:000283100500003,J,"Essink, GHPO; van Baaren, ES; de Louw, PGB",Effects of climate change on coastal groundwater systems: A modeling study in the Netherlands,WATER RESOURCES RESEARCH,10.1029/2009WR008719,2010,,
WOS:000208650000018,J,"Chaturvedi, RK; Gopalakrishnan, R; Sukumar, R; Ravindranath, NH",Carbon management in Indian forests: a policy analysis to assess mitigation potential,CARBON MANAGEMENT,10.4155/CMT.10.19,2010,,
WOS:000282129400009,J,"Esteban, M; Webersik, C; Shibayama, T",Methodology for the estimation of the increase in time loss due to future increase in tropical cyclone intensity in Japan,CLIMATIC CHANGE,10.1007/s10584-009-9725-9,2010,,
WOS:000282591600004,J,"Li, HQ; Wang, LM; Shen, L",Potential CO2 Emission Reduction by Development of Non-Grain-Based Bioethanol in China,ENVIRONMENTAL MANAGEMENT,10.1007/s00267-009-9418-1,2010,Bioethanol; Potential of CO2 emission reduction; Plantation feedstock; Nonplantation feedstock; Feedstock utilization degree,
WOS:000286420700014,J,"Strzepek, K; Yohe, G; Neumann, J; Boehlert, B",Characterizing changes in drought risk for the United States from climate change,ENVIRONMENTAL RESEARCH LETTERS,10.1088/1748-9326/5/4/044012,2010,drought; climate change; drought severity indices; uncertainty,
WOS:000283692700011,J,"Kraines, SB; Ishida, T; Wallace, DR","Integrated Environmental Assessment of Supply-Side and Demand-Side Measures for Carbon Dioxide Mitigation in Tokyo, Japan",JOURNAL OF INDUSTRIAL ECOLOGY,10.1111/j.1530-9290.2010.00237.x,2010,dynamic modeling; industrial ecology; model integration; photovoltaic (PV); power generation; solid oxide fuel cell (SOFC),
WOS:000281931500001,J,"Naito, W; Kamo, M; Tsushima, K; Iwasaki, Y",Exposure and risk assessment of zinc in Japanese surface waters,SCIENCE OF THE TOTAL ENVIRONMENT,10.1016/j.scitotenv.2010.06.018,2010,Population-level; Ecological risk; Heavy metals; Adaptive management,
WOS:000279277700016,J,"Xiao, GJ; Zhang, QA; Li, Y; Wang, RY; Yao, YB; Zhao, H; Bai, HZ",Impact of temperature increase on the yield of winter wheat at low and high altitudes in semiarid northwestern China,AGRICULTURAL WATER MANAGEMENT,10.1016/j.agwat.2010.04.002,2010,Climate changes; Growing season; Growth stages; Water use; Semiarid northwest China,
WOS:000279743500007,J,"Shrestha, RM; Rajbhandari, S","Energy and environmental implications of carbon emission reduction targets: Case of Kathmandu Valley, Nepal",ENERGY POLICY,10.1016/j.enpol.2009.11.088,2010,Urban energy use; CO(2) emission targets; Kathmandu Valley energy system model,
WOS:000279743500014,J,"Ishii, S; Tabushi, S; Aramaki, T; Hanaki, K","Impact of future urban form on the potential to reduce greenhouse gas emissions from residential, commercial and public buildings in Utsunomiya, Japan",ENERGY POLICY,10.1016/j.enpol.2009.08.022,2010,Urban form; Combined heat and power; Photovoltaic cell,
WOS:000279743500027,J,"Foidart, F; Oliver-Sola, J; Gasol, CM; Gabarrell, X; Rieradevall, J",How important are current energy mix choices on future sustainability? Case study: Belgium and Spain-projections towards 2020-2030,ENERGY POLICY,10.1016/j.enpol.2010.04.028,2010,Renewable energy; Life cycle assessment; Electricity mix,
WOS:000282014300004,J,"Ekins, P","An Economic Perspective on Technological Transitions Related to Energy and Climate Change, with a Case Study of the UK",ECONOMIA POLITICA,,2010,,
WOS:000280017300023,J,"Ajanovic, A; Haas, R",Economic challenges for the future relevance of biofuels in transport in EU countries,ENERGY,10.1016/j.energy.2010.04.020,2010,Biofuels; Costs; EU countries; Future perspectives,
WOS:000279117500010,J,"Mallah, S; Bansal, NK",Renewable energy for sustainable electrical energy system in India,ENERGY POLICY,10.1016/j.enpol.2010.03.017,2010,MARKAL; Renewable; CO2 emissions,
WOS:000279117500011,J,"Ou, XM; Zhang, XL; Chang, SY",Scenario analysis on alternative fuel/vehicle for China's future road transport: Life-cycle energy demand and GHG emissions,ENERGY POLICY,10.1016/j.enpol.2010.03.018,2010,Alternative fuel; Road transport; China,
WOS:000279117500041,J,"Reeves, A; Taylor, S; Fleming, P",Modelling the potential to achieve deep carbon emission cuts in existing UK social housing: The case of Peabody,ENERGY POLICY,10.1016/j.enpol.2010.03.054,2010,Domestic carbon emissions; Existing social housing; Zero carbon,
WOS:000279117500062,J,"Vallentin, D; Viebahn, P",Economic opportunities resulting from a global deployment of concentrated solar power (CSP) technologies-The example of German technology providers,ENERGY POLICY,10.1016/j.enpol.2010.03.080,2010,Concentrating solar power; Value chain; German companies,
WOS:000279117500070,J,"Perujo, A; Ciuffo, B","The introduction of electric vehicles in the private fleet: Potential impact on the electric supply system and on the environment. A case study for the Province of Milan, Italy",ENERGY POLICY,10.1016/j.enpol.2010.04.010,2010,Electric vehicles; Electric energy; CO2 emissions,
WOS:000280047700002,J,"Tao, FL; Zhang, Z",Dynamic responses of terrestrial ecosystems structure and function to climate change in China,JOURNAL OF GEOPHYSICAL RESEARCH-BIOGEOSCIENCES,10.1029/2009JG001062,2010,,
WOS:000278675100025,J,"Lam, TNT; Wan, KKW; Wong, SL; Lam, JC",Impact of climate change on commercial sector air conditioning energy consumption in subtropical Hong Kong,APPLIED ENERGY,10.1016/j.apenergy.2009.11.003,2010,Commercial sector; Electricity use; Air conditioning; Global warming,
WOS:000279714300005,J,"Zheng, YF; Li, HT; Wu, RJ; Wang, LX",Impact of technology advances on China's CO2 emission reduction,CHINESE SCIENCE BULLETIN,10.1007/s11434-010-3241-1,2010,technological advance; CO2 emission reduction; sensitivity analysis; impact assessment; climate policy; China,
WOS:000279410500034,J,"Mallah, S; Bansal, NK",Nuclear and clean coal technology options for sustainable development in India,ENERGY,10.1016/j.energy.2010.03.041,2010,MARKAL; India; Clean coal; Advanced nuclear,
WOS:000279304700011,J,"Huo, H; Zhang, QA; Wang, MQ; Streets, DG; He, KB",Environmental Implication of Electric Vehicles in China,ENVIRONMENTAL SCIENCE & TECHNOLOGY,10.1021/es100520c,2010,,
WOS:000277189100011,J,"Lopez, FJ; Pinzi, S; Ruiz, JJ; Lopez, A; Dorado, MP",Economic viability of the use of olive tree pruning as fuel for heating systems in public institutions in South Spain,FUEL,10.1016/j.fuel.2009.11.003,2010,Biomass; VDI 2067 standard; Sensitivity analysis; Wood chips; Olive tree cutting,
WOS:000280616200001,J,"Rosenberg, E; Fidje, A; Espegren, KA; Stiller, C; Svensson, AM; Moller-Holst, S",Market penetration analysis of hydrogen vehicles in Norwegian passenger transport towards 2050,INTERNATIONAL JOURNAL OF HYDROGEN ENERGY,10.1016/j.ijhydene.2010.04.153,2010,MARKAL modelling; Energy system; Nor Ways; Regional; Hydrogen cars,
WOS:000280653200009,J,"Navar, J; Estrada-Salvador, A; Estrada-Castrillon, E","THE EFFECT OF LANDUSE CHANGE IN THE TROPICAL DRY FORESTS OF MORELOS, MEXICO ON CARBON STOCKS AND FLUXES",JOURNAL OF TROPICAL FOREST SCIENCE,,2010,Biomass; carbon; soils; aboveground vegetation; roots,
WOS:000280809600004,J,"Xu, B; Guo, ZD; Piao, SL; Fang, JY",Biomass carbon stocks in China's forests between 2000 and 2050: A prediction based on forest biomass-age relationships,SCIENCE CHINA-LIFE SCIENCES,10.1007/s11427-010-4030-4,2010,forest biomass-age relationship; carbon pool; carbon sink; forest inventory data; forest volume,
WOS:000278807400011,J,"Soares, B; Moutinho, P; Nepstad, D; Anderson, A; Rodrigues, H; Garcia, R; Dietzsch, L; Merry, F; Bowman, M; Hissa, L; Silvestrini, R; Maretti, C",Role of Brazilian Amazon protected areas in climate change mitigation,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,10.1073/pnas.0913048107,2010,Amazon Region Protected Areas; effectiveness; reducing emissions from deforestation and forest degradation; simulation model; opportunity cost,
WOS:000278306300017,J,"Shimoda, Y; Yamaguchi, Y; Okamura, T; Taniguchi, A; Yamaguchi, Y",Prediction of greenhouse gas reduction potential in Japanese residential sector by residential energy end-use model,APPLIED ENERGY,10.1016/j.apenergy.2009.10.021,2010,Japanese residential sector; End-use forecasting; Household type distribution; Appliance and building stock change; High-efficiency hot water heater; Greenhouse gas reduction,
WOS:000278846000002,J,"Woodward, FI; Quaife, T; Lomas, MR",CHANGING CLIMATE AND THE IRISH LANDSCAPE,BIOLOGY AND ENVIRONMENT-PROCEEDINGS OF THE ROYAL IRISH ACADEMY,10.3318/BIOE.2010.110.1.1,2010,,
WOS:000275515400004,J,"Taylor, S; Peacock, A; Banfill, P; Shao, L",Reduction of greenhouse gas emissions from UK hotels in 2030,BUILDING AND ENVIRONMENT,10.1016/j.buildenv.2009.12.001,2010,Building simulation; CO2 emissions; Energy; Hotels; Climate; Retrofit; Technical feasibility,
WOS:000278506400007,J,"Park, S; Lee, S; Jeong, SJ; Song, HJ; Park, JW",Assessment of CO2 emissions and its reduction potential in the Korean petroleum refining industry using energy-environment models,ENERGY,10.1016/j.energy.2010.02.026,2010,CO2 emission; petroleum refining industry; hybrid SD-LEAP model,
WOS:000278055700023,J,"Howells, M; Jeong, K; Langlois, L; Lee, MK; Nam, KY; Rogner, HH",Incorporating macroeconomic feedback into an energy systems model using an IO approach: Evaluating the rebound effect in the Korean electricity system,ENERGY POLICY,10.1016/j.enpol.2008.10.054,2010,Rebound; Input-output; Systems model,
WOS:000278055700058,J,"Dagoumas, AS; Barker, TS",Pathways to a low-carbon economy for the UK with the macro-econometric E3MG model,ENERGY POLICY,10.1016/j.enpol.2010.01.047,2010,Carbon pathways; Low-carbon economy; CO2 reductions,
WOS:000278003500007,J,"Kharecha, PA; Kutscher, CF; Hansen, JE; Mazria, E",Options for Near-Term Phaseout of CO2 Emissions from Coal Use in the United States,ENVIRONMENTAL SCIENCE & TECHNOLOGY,10.1021/es903884a,2010,,
WOS:000278925100005,J,"Bright, RM; Stromman, AH; Hawkins, TR",Environmental Assessment of Wood-Based Biofuel Production and Consumption Scenarios in Norway,JOURNAL OF INDUSTRIAL ECOLOGY,10.1111/j.1530-9290.2010.00249.x,2010,environmental input-output analysis; forest products; fossil fuels; global warming; industrial ecology; scenario analysis,
WOS:000278096700001,J,"Lasch, P; Kollas, C; Rock, J; Suckow, F",Potentials and impacts of short-rotation coppice plantation with aspen in Eastern Germany under conditions of climate change,REGIONAL ENVIRONMENTAL CHANGE,10.1007/s10113-009-0095-7,2010,SRC; Bioenergy; Carbon sequestration; Groundwater recharge; Aspen; Biomass production,
WOS:000276289500011,J,"Li, ZD",Quantitative analysis of sustainable energy strategies in China,ENERGY POLICY,10.1016/j.enpol.2009.06.031,2010,China; Integrated econometric model; Sustainable energy-related strategies,
WOS:000276289500042,J,"Besmann, TM",Projections of US GHG reductions from nuclear power new capacity based on historic levels of investment,ENERGY POLICY,10.1016/j.enpol.2009.12.036,2010,Nuclear power; Historical nuclear investment; Greenhouse gas emissions,
WOS:000285051800016,J,"Chattopadhyay, D",Modeling Greenhouse Gas Reduction From the Australian Electricity Sector,IEEE TRANSACTIONS ON POWER SYSTEMS,10.1109/TPWRS.2009.2038021,2010,Dispatch; game theoretic analysis; greenhouse gas policy; investment optimization; pricing,
WOS:000287923200002,J,"Ashina, S; Fujino, J; Masui, T; Fujiwara, K; Hibino, G; Kainuma, M; Matsuoka, Y",Japan roadmaps toward low-carbon society by backcasting: Optimal CO2 reduction pathways and investment timing for low-carbon technologies,JOURNAL OF RENEWABLE AND SUSTAINABLE ENERGY,10.1063/1.3298020,2010,,
WOS:000287923200009,J,"Jiang, KA; Liu, Q; Zhuang, XA; Hu, X",Technology roadmap for low carbon society in China,JOURNAL OF RENEWABLE AND SUSTAINABLE ENERGY,10.1063/1.3458415,2010,,
WOS:000287923200006,J,"Shukla, PR; Dhar, S; Fujino, J",Renewable energy and low carbon economy transition in India,JOURNAL OF RENEWABLE AND SUSTAINABLE ENERGY,10.1063/1.3411001,2010,,
WOS:000277645400010,J,"Li, Z; Liu, WZ; Zhang, XC; Zheng, FL",Assessing and regulating the impacts of climate change on water resources in the Heihe watershed on the Loess Plateau of China,SCIENCE CHINA-EARTH SCIENCES,10.1007/s11430-009-0186-9,2010,climate change; water resources; SWAT; the Loess Plateau,
WOS:000276736600001,J,"Koornneef, J; Ramirez, A; van Harmelen, T; van Horssen, A; Turkenburg, W; Faaij, A","The impact of CO2 capture in the power and heat sector on the emission of SO2, NOx, particulate matter, volatile organic compounds and NH3 in the European Union",ATMOSPHERIC ENVIRONMENT,10.1016/j.atmosenv.2010.01.022,2010,CO2 capture and storage; Air quality; National Emission Ceiling Directive; Air pollutants,
WOS:000276423600006,J,"Kalt, G; Kranzl, L; Haas, R",Long-term strategies for an efficient use of domestic biomass resources in Austria,BIOMASS & BIOENERGY,10.1016/j.biombioe.2009.12.009,2010,Bioenergy strategy; Greenhouse gas mitigation; Long-term scenarios; Austria,
WOS:000278247000037,J,"Henriques, MF; Dantas, F; Schaeffer, R",Potential for reduction of CO2 emissions and a low-carbon scenario for the Brazilian industrial sector,ENERGY POLICY,10.1016/j.enpol.2009.11.076,2010,CO2 emissions; Low-carbon scenario; Industrial sector,
WOS:000277462300096,J,"Kondo, M; Uchida, M; Shibata, Y",Radiocarbon-based residence time estimates of soil organic carbon in a temperate forest: Case study for the density fractionation for Japanese volcanic ash soil,NUCLEAR INSTRUMENTS & METHODS IN PHYSICS RESEARCH SECTION B-BEAM INTERACTIONS WITH MATERIALS AND ATOMS,10.1016/j.nimb.2009.10.101,2010,Takayama forest; Asia Flux site; Bomb carbon; Soil carbon sequestration,
WOS:000272768400017,J,"Singh, H; Muetze, A; Eames, PC",Factors influencing the uptake of heat pump technology by the UK domestic sector,RENEWABLE ENERGY,10.1016/j.renene.2009.10.001,2010,Heat pump; GSHP; ASHP; UK domestic sector; Greenhouse gas; Laws and policies,
WOS:000274846100015,J,"Blennow, K; Andersson, M; Bergh, J; Sallnas, O; Olofsson, E",Potential climate change impacts on the probability of wind damage in a south Swedish forest,CLIMATIC CHANGE,10.1007/s10584-009-9698-8,2010,,
WOS:000274500000029,J,"Mathy, S; Guivarch, C",Climate policies in a second-best world-A case study on India,ENERGY POLICY,10.1016/j.enpol.2009.11.035,2010,India; Second-best world; Synergies between climate mitigation and development,
WOS:000275707900025,J,"Wise, M; Kyle, GP; Dooley, JJ; Kim, SH","The impact of electric passenger transport technology under an economy-wide climate policy in the United States: Carbon dioxide emissions, coal use, and carbon dioxide capture and storage",INTERNATIONAL JOURNAL OF GREENHOUSE GAS CONTROL,10.1016/j.ijggc.2009.09.003,2010,Plug-in hybrid electric vehicles; Climate change; Carbon dioxide capture and storage,
WOS:000275707900031,J,"van den Broek, M; Ramirez, A; Groenenberg, H; Neele, F; Viebahn, P; Turkenburg, W; Faaij, A",Feasibility of storing CO2 in the Utsira formation as part of a long term Dutch CCS strategy An evaluation based on a GIS/MARKAL toolbox,INTERNATIONAL JOURNAL OF GREENHOUSE GAS CONTROL,10.1016/j.ijggc.2009.09.002,2010,CO2 capture transport and storage; Linear optimisation; GIS; MARKAL; Energy systems model,
WOS:000275005000006,J,"Collins, L; Natarajan, S; Levermore, G",Climate change and future energy consumption in UK housing stock,BUILDING SERVICES ENGINEERING RESEARCH & TECHNOLOGY,10.1177/0143624409354972,2010,,
WOS:000273985700027,J,"Wei, M; Patadia, S; Kammen, DM",Putting renewables and energy efficiency to work: How many jobs can the clean energy industry generate in the US?,ENERGY POLICY,10.1016/j.enpol.2009.10.044,2010,Green jobs; Renewable energy employment; Energy efficiency employment,
WOS:000273985700041,J,"Mallah, S; Bansal, NK",Allocation of energy resources for power generation in India: Business as usual and energy efficiency,ENERGY POLICY,10.1016/j.enpol.2009.10.058,2010,Energy efficiency; MARKAL; Power sector,
WOS:000273985700053,J,"Bistline, JE; Rai, V",The role of carbon capture technologies in greenhouse gas emissions-reduction models: A parametric study for the US power sector,ENERGY POLICY,10.1016/j.enpol.2009.11.008,2010,Carbon capture and storage; Integrated assessment modeling; Technological diffusion,
WOS:000289812500030,B,"Yao, PC; Chong, LC",Planning Strategies for Leading Energy Efficient and Sustainable City Development Case Study of Sino-Singapore Tianjin Eco-city,"2010 THE SECOND CHINA ENERGY SCIENTIST FORUM, VOL 1-3",,2010,Eco-city; Energy Efficient; Sustainable; Low Carbon; Planning Strategies,
WOS:000276497400001,J,"Keating, BA; Carberry, PS",Emerging opportunities and challenges for Australian broadacre agriculture,CROP & PASTURE SCIENCE,10.1071/CP09282,2010,agricultural productivity; biofuels; bio-sequestration; environmental stewardship,
WOS:000278683300007,J,"Zhang, FZ; Cooke, P",Hydrogen and Fuel Cell Development in China: A Review,EUROPEAN PLANNING STUDIES,10.1080/09654311003791366,2010,,
WOS:000274419200012,J,"Churkina, G; Brown, DG; Keoleian, G",Carbon stored in human settlements: the conterminous United States,GLOBAL CHANGE BIOLOGY,10.1111/j.1365-2486.2009.02002.x,2010,building; carbon storage; landfill; urban area,
WOS:000290642600073,S,"Heaton, C; Davies, R",Modelling Low-Carbon UK Energy System Design through 2050 in a Collaboration of Industry and the Public Sector,"INFORMATION PROCESSING AND MANAGEMENT OF UNCERTAINTY IN KNOWLEDGE-BASED SYSTEMS: APPLICATIONS, PT II",,2010,Energy system modelling; industrial applications; probabilistic and stochastic techniques,
WOS:000283476600002,J,"Hayhoe, K; VanDorn, J; Croley, T; Schlegal, N; Wuebbles, D",Regional climate change projections for Chicago and the US Great Lakes,JOURNAL OF GREAT LAKES RESEARCH,10.1016/j.jglr.2010.03.012,2010,Climate change; Climate modeling; Great Lakes; Temperature; Precipitation,
WOS:000208437100030,J,"Li, YC; Lin, E; Winiwarter, W",Modeling current and future N2O emissions from agriculture in China and the effect of nitrification inhibitors,JOURNAL OF INTEGRATIVE ENVIRONMENTAL SCIENCES,10.1080/19438151003621458,2010,GAINS; agriculture; N2O emissions; nitrification inhibitors,
KJD:ART001504287,J,"Lee, DongKun; 박찬; 오영출","Projected Spatial-Temporal changes in carbon reductions of Soil and Vegetation in South Korea under Climate Change, 2000-2100",Journal of Korean Society of Rural Planning,,2010,MODIS; Carbon Flux; NPP; Respiration; Land Cover,
WOS:000282185500010,J,"Tsunetsugu, Y; Tonosaki, M",Quantitative estimation of carbon removal effects due to wood utilization up to 2050 in Japan: effects from carbon storage and substitution of fossil fuels by harvested wood products,JOURNAL OF WOOD SCIENCE,10.1007/s10086-009-1107-4,2010,Kyoto protocol; Carbon reduction; Carbon storage; Low-carbon society; Biomass energy,
WOS:000318189200019,S,"Hazebroek, M; Schneider, H","A multi-sector Network Approach for an Integrated Local Climate Policy: Think Global, Connect Local (Tilburg, The Netherlands)",LOCAL GOVERNMENTS AND CLIMATE CHANGE: SUSTAINABLE ENERGY PLANNING AND IMPLEMENTATION IN SMALL AND MEDIUM SIZED COMMUNITIES,,2010,Adaptation scan; CO2 neutral target; Energy Service Company (ESCO); environmental protection; integrated long-term climate policy; local climate alliances; multi-sector network; sustainability; public-private partnerships (PPPs); stakeholders,
WOS:000318189200031,S,"Tolf, J","A Systematic Approach to Climate Protection: Towards a Fossil Fuel Free Stockholm 2050 (Stockholm, Sweden)",LOCAL GOVERNMENTS AND CLIMATE CHANGE: SUSTAINABLE ENERGY PLANNING AND IMPLEMENTATION IN SMALL AND MEDIUM SIZED COMMUNITIES,,2010,Awareness-raising; biofuels; climate action programme; communication; district heating and cooling; fossil fuel free target; public transport; population growth; European Green Capital,
WOS:000277672800016,J,"Dean, C; Wardell-Johnson, G","Old-growth forests, carbon and climate change: Functions and management for tall open-forests in two hotspots of temperate Australia",PLANT BIOSYSTEMS,10.1080/11263500903560751,2010,Biodiversity; carbon; climate change; eucalypt; old-growth; rainforest; wet-sclerophyll,
WOS:000271279100038,J,"Lozada, I; Islas, J; Grande, G",Environmental and economic feasibility of palm oil biodiesel in the Mexican transportation sector,RENEWABLE & SUSTAINABLE ENERGY REVIEWS,10.1016/j.rser.2009.06.034,2010,Biodiesel; Palm oil; Scenarios; Mexican transportation sector,
WOS:000287679700003,J,"Perez-Martinez, PJ","Freight Transport, Energy Use, and Emission Trends in Spain",TRANSPORTATION RESEARCH RECORD,10.3141/2191-03,2010,,
WOS:000274588400002,J,"Stoffberg, GH; van Rooyen, MW; van der Linde, MJ; Groeneveld, HT","Carbon sequestration estimates of indigenous street trees in the City of Tshwane, South Africa",URBAN FORESTRY & URBAN GREENING,10.1016/j.ufug.2009.09.004,2010,Allometry; Carbon trade; Growth rate; Stem diameter; Urban forestry,
KJD:ART001484105,J,"Kwon, jongkul",Direction of U.S. federal legislation on the cap-and-trade for greenhouse gases: Analysis of Waxman-Markey bill,,,2010,cap-and-trade; Waxman-Markey; greenhouse gas reduction; U.S. federal legislation; emission allowances,
KJD:ART001443070,J,송석록,Les Textes de Reference de Limiter ou de Reduire les Emissions de Gaz a Effet les Changements Climatiques a la France,,,2010,Le Changement Climatique; La Periode d'engagement; Protocole de Kyoto; De Gaz a Effet de Serre; La Croissance Economique; Des Emissions Supplementaires.,
WOS:000273438100003,J,"Abdo, KS; Fiseha, BM; Rientjes, THM; Gieske, ASM; Haile, AT","Assessment of climate change impacts on the hydrology of Gilgel Abay catchment in Lake Tana basin, Ethiopia",HYDROLOGICAL PROCESSES,10.1002/hyp.7363,2009,climate change; statistical downscaling; HBV model; Gilgel Abay; Lake Tana,
WOS:000271260600013,J,"Jenkins, DP; Singh, H; Eames, PC",Interventions for large-scale carbon emission reductions in future UK offices,ENERGY AND BUILDINGS,10.1016/j.enbuild.2009.08.002,2009,Offices; Energy; Carbon; HVAC; Carbon intensity; Climate,
WOS:000272426500058,J,"McCollum, D; Yang, C",Achieving deep reductions in US transport greenhouse gas emissions: Scenario analysis and policy implications,ENERGY POLICY,10.1016/j.enpol.2009.08.038,2009,Alternative fuel; Efficiency; Emissions reduction,
WOS:000283871300005,J,"Mu, JX; Khan, S",The effect of climate change on the water and food nexus in China,FOOD SECURITY,10.1007/s12571-009-0042-y,2009,PODIUMSim model; Climate change; Food security; Water productivity; Stochastic analysis; China,
