title,authors,source,doi,d_type,publication_year,horizon_year,author_keywords,scopus_number,WOS_number,prepro_title
Wuxi – A Chinese city on its way to a low carbon future,"Dienst C., Xia C., Schneider C., Vallentin D., Venjakob J., Hongyan R.","Journal of Sustainable Development of Energy, Water and Environment Systems",10.13044/j.sdewes.2015.03.0002,Article,2015,,China; GHG inventory; Low carbon city strategies; Low carbon future cities; Low carbon scenario; Low carbon technologies; Mitigation; Wuxi,2-s2.0-84982084143,WOS:000436897500002,wuxi a chinese city on its way to a low carbon future
2030 vision: An analysis of proposed structural reforms of the European Union’s Emissions Trading Scheme,Prentice J.,Environmental and Planning Law Journal,,Article,2014,,,2-s2.0-84952648301,,2030 vision an analysis of proposed structural reforms of the european union s emissions trading scheme
A MULTI-CRITERIA ANALYSIS OF LOW CARBON SCENARIOS IN PORTUGUESE ELECTRICITY SYSTEMS,"Santos, MJ; Ferreira, P; Araujo, M",PROCEEDINGS OF THE 2ND INTERNATIONAL CONFERENCE ON PROJECT EVALUATION (ICOPEV),,S,2014,,Electricity scenarios; Renewable Energy Sources (RES); Multi-criteria Decision Analysis (MCDA),,WOS:000410764700019,a multi criteria analysis of low carbon scenarios in portuguese electricity systems
A discussion on some strategies of China's LNG Industry Development,Hua B.,Natural Gas Industry,10.3787/j.issn.1000-0976.2014.08.023,Article,2014,,Cold energy use; Energy conservation & emission reduction; Industrial chain; LNG; LNGV; Low carbon industrial cluster; Natural gas peak-shaving; Tank transportation,2-s2.0-84907102425,,a discussion on some strategies of china s lng industry development
A feasibility study of renewable energy and carbon emission reduction in Iskandar Malaysia,"Tan S.T., Ho W.S., Hashim H., Lee C.T.","Proceedings of the 2014 International Conference and Utility Exhibition on Green Energy for Sustainable Development, ICUE 2014",,Conference Paper,2014,,Biogas; Biomass; Municipal solid waste (MSW); Renewable energy (RE); Solar,2-s2.0-84903697775,WOS:000356358000115,a feasibility study of renewable energy and carbon emission reduction in iskandar malaysia
A parametric study of light-duty natural gas vehicle competitiveness in the United States through 2050,"Peterson M.B., Barter G.E., West T.H., Manley D.K.",Applied Energy,10.1016/j.apenergy.2014.03.062,Article,2014,,Compressed natural gas; Greenhouse gas emission; Natural gas vehicle,2-s2.0-84898803281,WOS:000336778900021,a parametric study of light duty natural gas vehicle competitiveness in the united states through 2050
A plant-specific bottom-up approach for assessing the cost-effective energy conservation potential and its ability to compensate rising energy-related costs in the German iron and steel industry,"Brunke, JC; Blesl, M",ENERGY POLICY,10.1016/j.enpol.2013.12.024,J,2014,,Energy efficiency; Iron and steel industry; Cost of energy saving,,WOS:000332815300042,a plant specific bottom up approach for assessing the cost effective energy conservation potential and its ability to compensate rising energy related costs in the german iron and steel industry
A post-2020 EU energy technology policy: Revisiting the strategic energy technology plan,"Ruester S., Schwenen S., Finger M., Glachant J.-M.",Energy Policy,10.1016/j.enpol.2013.11.044,Article,2014,,Energy technology policy; European energy policy towards 2050; SET Plan,2-s2.0-84892477749,WOS:000332135900018,a post 2020 eu energy technology policy revisiting the strategic energy technology plan
"A review on sustainable power generation in Malaysia to 2030: Historical perspective, current assessment, and future strategies","Khor C.S., Lalchand G.",Renewable and Sustainable Energy Reviews,10.1016/j.rser.2013.08.010,Review,2014,,Coal; Electricity generation; Energy efficiency and conservation; Malaysia; Policies; Renewable energy,2-s2.0-84887492109,WOS:000329892100077,a review on sustainable power generation in malaysia to 2030 historical perspective current assessment and future strategies
"A spatial model of climate change effects on yields and break-even prices of switchgrass and miscanthus in Ontario, Canada","De Laporte A.V., Weersink A.J., Mckenney D.W.",GCB Bioenergy,10.1111/gcbb.12058,Article,2014,,Biomass break-even price; Biomass yield; Climate change; Miscanthus; Spatial modelling; Switchgrass,2-s2.0-84901985333,WOS:000337672700008,a spatial model of climate change effects on yields and break even prices of switchgrass and miscanthus in ontario canada
Achieving reductions in greenhouse gases in the US road transportation sector,"Kay A.I., Noland R.B., Rodier C.J.",Energy Policy,10.1016/j.enpol.2014.02.012,Article,2014,,Activity-based model; Gap analysis; Greenhouse gas emissions; Transportation policy,2-s2.0-84899084628,WOS:000336467600051,achieving reductions in greenhouse gases in the us road transportation sector
Adapting rail and road networks to weather extremes: Case studies for southern Germany and Austria,"Doll C., Trinks C., Sedlacek N., Pelikan V., Comes T., Schultmann F.",Natural Hazards,10.1007/s11069-013-0969-3,Article,2014,,Adaptation; Climate change; Extreme weather events; Forecasts; Investments; Railway operations; Road networks; Weather information systems,2-s2.0-84898055832,WOS:000334172500005,adapting rail and road networks to weather extremes case studies for southern germany and austria
Alternative future energy pathways: Assessment of the potential of innovative decentralised energy systems in the UK,"Chmutina K., Goodier C.I.",Energy Policy,10.1016/j.enpol.2013.10.080,Article,2014,,Case study; Comparative analysis; Decentralised energy,2-s2.0-84892483904,WOS:000332135900007,alternative future energy pathways assessment of the potential of innovative decentralised energy systems in the uk
"Ambiguity reduction by objective model selection, with an application to the costs of the EU 2030 climate targets",Tol R.S.J.,Energies,10.3390/en7116886,Article,2014,,Carbon price; Climate policy; European union; Forecast skill; Uncertainty,2-s2.0-84912033606,WOS:000345563200004,ambiguity reduction by objective model selection with an application to the costs of the eu 2030 climate targets
An analysis of China's CO2 emission peaking target and pathways,He J.-K.,Advances in Climate Change Research,10.1016/j.accre.2015.04.002,Article,2014,,China's carbon emission mitigation target; Climate change; CO2 emission peak; Energy revolution,2-s2.0-84940440137,,an analysis of china s co2 emission peaking target and pathways
An analysis of the impact of bioenergy and geosequestration in the UK future energy system,"Spataru C., Zafeiratou E., Barrett M.",Energy Procedia,10.1016/j.egypro.2014.12.437,Conference Paper,2014,,Bioenergy; Electricity; Energy scenarios; Geosequestration,2-s2.0-84923458975,WOS:000355734100076,an analysis of the impact of bioenergy and geosequestration in the uk future energy system
An energy and carbon life cycle assessment of industrial CHP (combined heat and power) in the context of a low carbon UK,"Kelly K.A., McManus M.C., Hammond G.P.",Energy,10.1016/j.energy.2014.09.051,Article,2014,,Combined heat and power; Industrial energy; Life cycle assessment; Transition Pathways,2-s2.0-84910000965,WOS:000346542500083,an energy and carbon life cycle assessment of industrial chp combined heat and power in the context of a low carbon uk
An explorative analysis of CO2 emissions in Thai industry sector under Low Carbon Scenario towards 2050,"Selvakkumaran S., Limmeechokchai B., Masui T., Hanaoka T., Matsuoka Y.",Energy Procedia,10.1016/j.egypro.2014.07.077,Conference Paper,2014,,AIM/Enduse; Energy security; Industrial sector; Low carbon society (LCS),2-s2.0-84906880659,WOS:000345439300030,an explorative analysis of co2 emissions in thai industry sector under low carbon scenario towards 2050
Analysis of Low Carbon Society in Thai Transport Sector - The AIM/Enduse Modeling Approach,"Selvakkumaran, S; Limmeechokchai, B; Masui, T; Hanaoka, T; Matsuoka, Y",PROCEEDINGS OF THE 2014 INTERNATIONAL CONFERENCE & UTILITY EXHIBITION ON GREEN ENERGY FOR SUSTAINABLE DEVELOPMENT (ICUE),,Conference Paper,2014,,AIM Enduse; CO2 mitigation; Low carbon society; Thailand; Transport sector,2-s2.0-84903704308,WOS:000356358000086,analysis of low carbon society in thai transport sector the aim enduse modeling approach
Analysis of sustainable urban development approaches in China,"Liu H., Zhou G., Wennersten R., Frostell B.",Habitat International,10.1016/j.habitatint.2013.06.005,Article,2014,,China; Eco-city; Eco-cycle model; Low-carbon city; Sustainable urban development,2-s2.0-84880605001,WOS:000331595100004,analysis of sustainable urban development approaches in china
Analysis of the feasibility of the recovery of landfill gas: A case study of Mexico,"Aguilar-Virgen Q., Taboada-González P., Ojeda-Benítez S.",Journal of Cleaner Production,10.1016/j.jclepro.2014.05.025,Article,2014,,Biogas; Landfill; Renewable energy; Solid waste,2-s2.0-84905125002,WOS:000340987700005,analysis of the feasibility of the recovery of landfill gas a case study of mexico
Analysis on long-term emission and reduction potential of greenhouse gases in the industrial sector of seosan city of Korea using long-range energy alternatives planning model,"Chung J., Yoon S.",Asian Journal of Chemistry,10.14233/ajchem.2014.17709,Conference Paper,2014,,Climate change; Greenhouse gases; Long-range energy alternatives planning model,2-s2.0-84904324229,WOS:000343763700065,analysis on long term emission and reduction potential of greenhouse gases in the industrial sector of seosan city of korea using long range energy alternatives planning model
Anticipating the unintended consequences of the decarbonisation of the historic built environment in the UK,Agbota H.,Historic Environment: Policy and Practice,10.1179/1756750514Z.00000000049,Review,2014,,Carbon emissions; Decarbonisation; Energy efficiency; Historic buildings; Historic built environment; Renewables; Unintended consequences,2-s2.0-84923873459,WOS:000338773000003,anticipating the unintended consequences of the decarbonisation of the historic built environment in the uk
Approval and promulgation of air quality implementation plans; Pennsylvania; Redesignation of the Harrisburg-Lebanon-Carlisle-York nonattainment areas to attainment for the 1997 annual and the 2006 24-hour fine particulate matter standard,[No author name available],Federal Register,,Note,2014,,,2-s2.0-84907970394,,approval and promulgation of air quality implementation plans pennsylvania redesignation of the harrisburg lebanon carlisle york nonattainment areas to attainment for the 1997 annual and the 2006 24 hour fine particulate matter standard
Assessing the impact of energy saving measures on the future energy demand and related GHG (greenhouse gas) emission reduction of Croatia,"Pukšec T., Mathiesen B.V., Novosel T., Duić N.",Energy,10.1016/j.energy.2014.06.045,Article,2014,,Energy planning; Energy policy; Future energy demand; GHG (greenhouse gas) emissions,2-s2.0-84908502715,WOS:000344444600021,assessing the impact of energy saving measures on the future energy demand and related ghg greenhouse gas emission reduction of croatia
Assessing the low-carbon effects of inter-regional energy delivery in China's electricity sector,"Chen Q., Kang C., Ming H., Wang Z., Xia Q., Xu G.",Renewable and Sustainable Energy Reviews,10.1016/j.rser.2013.12.050,Review,2014,,Assessing method; Electricity dispatch model; Inter-regional energy delivery; Low-carbon effects; Transmission grid,2-s2.0-84893802452,WOS:000333728700051,assessing the low carbon effects of inter regional energy delivery in china s electricity sector
"Assessment of a novel development policy for the control of phosphorus losses from private sewage systems to the Loch Leven catchment, Scotland, UK","Brownlie W., May L., McDonald C., Roaf S., Spears B.M.",Environmental Science and Policy,10.1016/j.envsci.2013.12.006,Article,2014,,Development; Eutrophication; Nutrient management; Phosphorus; Policy; Rural; Septic tank,2-s2.0-84894226775,WOS:000333720300019,assessment of a novel development policy for the control of phosphorus losses from private sewage systems to the loch leven catchment scotland uk
Assessment of energy efficiency improvement and CO2 emission reduction potentials in India's cement and iron &amp; steel industries,"Morrow III W.R., Hasanbeigi A., Sathaye J., Xu T.",Journal of Cleaner Production,10.1016/j.jclepro.2013.07.022,Article,2014,,Bottom-up modeling; Cement industry; CO2 emissions; India; Industrial energy efficiency technologies; Iron and steel industry,2-s2.0-84893748680,WOS:000332433200014,assessment of energy efficiency improvement and co2 emission reduction potentials in india s cement and iron amp steel industries
Assessment of projected temperature impacts from climate change on the U.S. electric power sector using the Integrated Planning Model®,"Jaglom W.S., McFarland J.R., Colley M.F., Mack C.B., Venkatesh B., Miller R.L., Haydel J., Schultz P.A., Perkins B., Casola J.H., Martinich J.A., Cross P., Kolian M.J., Kayin S.",Energy Policy,10.1016/j.enpol.2014.04.032,Article,2014,,Climate change; Electric power sector; Electricity demand,2-s2.0-84905380428,WOS:000341474100049,assessment of projected temperature impacts from climate change on the u s electric power sector using the integrated planning model®
Assessment on the rates and potentials of soil organic carbon sequestration in agricultural lands in Japan using a process-based model and spatially explicit land-use change inventories-Part 2: Future potentials,"Yagasaki Y., Shirato Y.",Biogeosciences,10.5194/bg-11-4443-2014,Article,2014,,,2-s2.0-84906658445,WOS:000341608900012,assessment on the rates and potentials of soil organic carbon sequestration in agricultural lands in japan using a process based model and spatially explicit land use change inventories part 2 future potentials
Benefits and costs of ecological restoration: Rapid assessment of changing ecosystem service values at a UK wetland,"Peh, KSH; Balmford, A; Field, RH; Lamb, A; Birch, JC; Bradbury, RB; Brown, C; Butchart, SHM; Lester, M; Morrison, R; Sedgwick, I; Soans, C; Stattersfield, AJ; Stroh, PA; Swetnam, RD; Thomas, DHL; Walpole, M; Warrington, S; Hughes, FMR",ECOLOGY AND EVOLUTION,10.1002/ece3.1248,J,2014,,Arable production; biodiversity conservation; ecosystem services; flood protection; global climate change mitigation; nature-based recreation; wetland restoration,,WOS:000344476500001,benefits and costs of ecological restoration rapid assessment of changing ecosystem service values at a uk wetland
Benefits of a higher octane standard gasoline for the U.S. light-duty vehicle fleet,"Chow E.W., Heywood J.B., Speth R.L.",SAE Technical Papers,10.4271/2014-01-1961,Conference Paper,2014,,,2-s2.0-84899569024,,benefits of a higher octane standard gasoline for the u s light duty vehicle fleet
"Beyond 'predict and provide': UK transport, the growth paradigm and climate change","Goulden M., Ryley T., Dingwall R.",Transport Policy,10.1016/j.tranpol.2014.01.006,Article,2014,,Carbon emissions; Economic growth; Predict and provide; Transport demand management; Transport policy,2-s2.0-84893450962,WOS:000333998600017,beyond predict and provide uk transport the growth paradigm and climate change
Biofuel futures in road transport - A modeling analysis for Sweden,"Börjesson M., Ahlgren E.O., Lundmark R., Athanassiadis D.",Transportation Research Part D: Transport and Environment,10.1016/j.trd.2014.08.002,Article,2014,,Biofuels; CO2; Energy system; MARKAL; Model; Road transport,2-s2.0-84908005035,WOS:000344212600021,biofuel futures in road transport a modeling analysis for sweden
Biomass availability in Sweden for use in blast furnaces,"Mellin P., Wei W., Yang W., Salman H., Hultgren A., Wang C.",Energy Procedia,10.1016/j.egypro.2014.12.125,Conference Paper,2014,,Biomass; Blast furnace; Charcoal; Coal; Coke,2-s2.0-84922387617,,biomass availability in sweden for use in blast furnaces
"Bioretention function under climate change scenarios in North Carolina, USA","Hathaway, JM; Brown, RA; Fu, JS; Hunt, WF",JOURNAL OF HYDROLOGY,10.1016/j.jhydrol.2014.07.037,J,2014,,Bioretention; Biofilter; Hydrology; Climate change; Water balance; DRAINMOD,,WOS:000347589500041,bioretention function under climate change scenarios in north carolina usa
CO2 emissions reduction potential in China's cement industry compared to IEA's Cement Technology Roadmap up to 2050,"Xu J.-H., Fleiter T., Fan Y., Eichhammer W.",Applied Energy,10.1016/j.apenergy.2014.03.004,Article,2014,,China's cement industry; Emissions reduction potential; IEA Cement Technology Roadmap,2-s2.0-84904793421,WOS:000340311500060,co2 emissions reduction potential in china s cement industry compared to iea s cement technology roadmap up to 2050
CO2 mitigation in the road transport sector in thailand: Analysis of energy efficiency and bio-energy,"Sritong N., Promjiraprawat K., Limmeechokchai B.",Energy Procedia,10.1016/j.egypro.2014.07.063,Conference Paper,2014,,Bio-Energy; CO2 Mitigation; Energy Efficiency; LEAP Model; Road Transport,2-s2.0-84906859072,WOS:000345439300016,co2 mitigation in the road transport sector in thailand analysis of energy efficiency and bio energy
CO2 mitigation potential and marginal abatement costs in Thai residential and building sectors,"Promjiraprawat K., Winyuchakrit P., Limmeechokchai B., Masui T., Hanaoka T., Matsuoka Y.",Energy and Buildings,10.1016/j.enbuild.2014.02.050,Article,2014,,AIM/Enduse model; CO2 mitigation; Energy efficiency; MAC; Residential and buildings,2-s2.0-84908594273,WOS:000343949400060,co2 mitigation potential and marginal abatement costs in thai residential and building sectors
CO2-reduction potentials and costs of biomass-based alternative energy carriers in Austria,"Ajanovic A., Haas R.",Energy,10.1016/j.energy.2014.01.038,Article,2014,,Ecological assessment; Economic assessment; Scenarios,2-s2.0-84901481786,WOS:000337856100015,co2 reduction potentials and costs of biomass based alternative energy carriers in austria
Calculation decoupling analysis and scenario prediction of carbon emissions of transportation in China,"Yang Q., Zhu R.-H., Zhao X.-Q.",Chang'an Daxue Xuebao (Ziran Kexue Ban)/Journal of Chang'an University (Natural Science Edition),,Article,2014,,Carbon emissions; LYP decoupling analysis; Scenario prediction; Traffic engineering; Transportation economy,2-s2.0-84909948634,,calculation decoupling analysis and scenario prediction of carbon emissions of transportation in china
"Carbon Sequestration and Climate Change Impact on the Yield of Bagras (Eucalyptus deglupta Blume) in Bagras-Corn Boundary Planting Agroforestry System in Misamis Oriental and Bukidnon, Philippines","Palma, RA; Carandang, WM",JOURNAL OF ENVIRONMENTAL SCIENCE AND MANAGEMENT,,J,2014,,agroforestry; boundary; climate change; yield; carbon sequestration,,WOS:000346756800003,carbon sequestration and climate change impact on the yield of bagras eucalyptus deglupta blume in bagras corn boundary planting agroforestry system in misamis oriental and bukidnon philippines
Carbon balance assessments of harvested wood products in Japan taking account of inter-regional flows,"Kayo C., Tsunetsugu Y., Noda H., Tonosaki M.",Environmental Science and Policy,10.1016/j.envsci.2013.09.006,Article,2014,,Carbon stock; Fossil fuel consumption; Future scenario analysis; Harvested wood products; Inter-regional flow,2-s2.0-84894372141,WOS:000333723800019,carbon balance assessments of harvested wood products in japan taking account of inter regional flows
Carbon dioxide reduction potential in Singapore's power generation sector,"Finenko A., Cheah L.",Energy Procedia,10.1016/j.egypro.2014.11.1163,Conference Paper,2014,,Carbon dioxide; CO2; Electrcicity; Fuel mix; Future scenarios; Grid emission factors; Utilities,2-s2.0-84922376242,WOS:000375936100123,carbon dioxide reduction potential in singapore s power generation sector
