index1,topic_charact,number_of_abs,title
14189,16_heat_pump_district_cool_boiler,272,Scaling up concentrating solar thermal technology in China
14190,16_heat_pump_district_cool_boiler,272,Replacing hard coal with wind and nuclear power in Finland- impacts on electricity and district heating markets
14191,16_heat_pump_district_cool_boiler,272,Climate change influence on building lifecycle greenhouse gas emissions: Case study of a UK mixed-use development
14192,16_heat_pump_district_cool_boiler,272,Impact of climate change on heating and cooling energy demand in houses in Brazil
14193,16_heat_pump_district_cool_boiler,272,"Exploring scenarios for more sustainable heating: The case of Niš, Serbia"
14194,16_heat_pump_district_cool_boiler,272,An overview of geothermal heat pump applications and a preliminary assessment of its technical potential in the United States
14195,16_heat_pump_district_cool_boiler,272,Heat related mortality in Cyprus under the A1B emissions scenario: Is additional air-conditioning an appropriate mitigation strategy?
14196,16_heat_pump_district_cool_boiler,272,German Energiewende and the heating market - Impact and limits of policy
14197,16_heat_pump_district_cool_boiler,272,"Impact of climate change on heat-related mortality in Jiangsu Province, China"
14198,16_heat_pump_district_cool_boiler,272,"Urban climate change-related effects on extreme heat events in Rostock, Germany"
14199,16_heat_pump_district_cool_boiler,272,Influence of atlantic microclimates in northern spain on the environmental performance of lightweight concrete single-family houses
14200,16_heat_pump_district_cool_boiler,272,"Future climate change and building energy demand in Tianjin, China"
14201,16_heat_pump_district_cool_boiler,272,Impact of climate change on demands for heating and cooling energy in hospitals: An in-depth case study of six islands located in the Indian Ocean region
14202,16_heat_pump_district_cool_boiler,272,The impact of building renovation with heat pumps to competitiveness of district heating: Estonian district heating pricing system needs more flexibility
14203,16_heat_pump_district_cool_boiler,272,Potential Effects of Climate Change on the Productivity of U.S. Dairies
14204,16_heat_pump_district_cool_boiler,272,"Estimation of climate change impact on energy consumption in a residential building in Kaunas, Lithuania, using HEED Software"
14205,16_heat_pump_district_cool_boiler,272,Urban heat island mitigation in Singapore: Evaluation using WRF/multilayer urban canopy model and local climate zones
14206,16_heat_pump_district_cool_boiler,272,Pathways for Germany’s low-carbon energy transformation towards 2050
14207,16_heat_pump_district_cool_boiler,272,"Sustainability issues in low-middle income apartments in urban amman, jordan: Heating devices and health concerns"
14208,16_heat_pump_district_cool_boiler,272,The role of biomass to replace fossil fuels in a regional energy system: The case of west Sweden
14209,16_heat_pump_district_cool_boiler,272,Assessment of the natural gas potential for heat and power generation in the County of Östergötland in Sweden
14210,16_heat_pump_district_cool_boiler,272,"Influences of climatic and population changes on heat-related mortality in Houston, Texas, USA"
14211,16_heat_pump_district_cool_boiler,272,Retrofit modelling of existing dwellings in the UK: the Salford Energy House case study
14212,16_heat_pump_district_cool_boiler,272,UK Passivhaus and the energy performance gap
14213,16_heat_pump_district_cool_boiler,272,A protocol for an observational cohort study of heat strain and its effect on fetal wellbeing in pregnant farmers in The Gambia.
14214,16_heat_pump_district_cool_boiler,272,Increasing the share of RES in Polish district heating systems using power-to-heat technology
14215,16_heat_pump_district_cool_boiler,272,Affiliated company. VDI-Gesellschaft Energietechnik (VDI-GET). Innovation and sustainability in energy supply and application. The energy panorama in Germany in 2030 [Organgesellschaft. VDI-Gesellschaft Energietechnik. Innovation und nachhaltigkeit in der energieversorgung und -anwendung. Das energiebild Deutschlands im jahre 2030]
14216,16_heat_pump_district_cool_boiler,272,Environmental trade-offs between residential oil-fired and wood pellet heating systems: Forecast scenarios for Austria until 2030
14217,16_heat_pump_district_cool_boiler,272,A comparative assessment of future heat and power sources for the UK domestic sector
14218,16_heat_pump_district_cool_boiler,272,Decarbonising the UK residential sector: The dependence of national abatement on flexible and local views of the future
14219,16_heat_pump_district_cool_boiler,272,A review on house design with energy saving system in the UK
14220,16_heat_pump_district_cool_boiler,272,An energy and carbon life cycle assessment of industrial CHP (combined heat and power) in the context of a low carbon UK
14221,16_heat_pump_district_cool_boiler,272,Future market share estimation of renewable gas in Germany using a system dynamics modelling approach
14222,16_heat_pump_district_cool_boiler,272,Life cycle assessment of greenhouse gas emissions: Comparison between a cooling tower and a geothermal heat exchanger for air conditioning applications in Ecuador
14223,16_heat_pump_district_cool_boiler,272,Technical and economic potential of highly efficient boiler technologies in the Korean industrial sector
14224,16_heat_pump_district_cool_boiler,272,System level cost and environmental performance of integrated energy systems: An assessment of low-carbon scenarios for the UK
14225,16_heat_pump_district_cool_boiler,272,Improving the resilience in urban environment by applied research for the development of a simple equation-based Energy Conservation Building Code for India
14226,16_heat_pump_district_cool_boiler,272,Impact of Low-E window films on energy consumption and CO2 emissions of an existing UK hotel building
14227,16_heat_pump_district_cool_boiler,272,Deutz power systems: Mine gas use in Poland. Third expansion stage for combined heat and power cooling coupling (KWKK) facility in Pniowek [Deutz: Grubengasnutzung in Polen. Dritte ausbaustufe für KWKK - Anlage in Pniowek]
14228,16_heat_pump_district_cool_boiler,272,Optimization of combined heat and power (CHP) market allocation: The case of Poland
14229,16_heat_pump_district_cool_boiler,272,Long-term strategies for an efficient use of domestic biomass resources in Austria
14230,16_heat_pump_district_cool_boiler,272,The analysis of CO2 emissions and reduction potential in china's production and supply of electric and heat power industry: A case study based on the LMDI method
14231,16_heat_pump_district_cool_boiler,272,New projection of GHG reduction potentials for Korea’s cement industry and comparison with Roadmap 2030
14232,16_heat_pump_district_cool_boiler,272,"The potential of high heat generating granites as EGS source to generate power and reduce CO2 emissions, western Arabian shield, Saudi Arabia"
14233,16_heat_pump_district_cool_boiler,272,Belgian energy transition: What are the options?
14234,16_heat_pump_district_cool_boiler,272,The combined and separate impacts of climate extremes on the current and future US rainfed maize and soybean production under elevated CO2
14235,16_heat_pump_district_cool_boiler,272,Energy performance and thermal comfort of courtyard/atrium dwellings in the Netherlands in the light of climate change
14236,16_heat_pump_district_cool_boiler,272,Health and economic impacts of air pollution induced by weather extremes over the continental U.S.
14237,16_heat_pump_district_cool_boiler,272,"Local heat, local food: Integrating vertical hydroponic farming with district heating in Sweden"
14238,16_heat_pump_district_cool_boiler,272,Detailed modelling of the deep decarbonisation scenarios with demand response technologies in the heating and cooling sector: A case study for Italy
14239,16_heat_pump_district_cool_boiler,272,Thermal retrofit and building regulations for dwellings in the UK
14240,16_heat_pump_district_cool_boiler,272,Economic viability of the use of olive tree pruning as fuel for heating systems in public institutions in South Spain
14241,16_heat_pump_district_cool_boiler,272,Climate change impact and resilience in the electricity sector: The example of Austria and Germany
14242,16_heat_pump_district_cool_boiler,272,Cost-energy optimum pathway for the UK food manufacturing industry to meet the UK national emission targets
14243,16_heat_pump_district_cool_boiler,272,News: Downstream: UK renewable energy review
14244,16_heat_pump_district_cool_boiler,272,Temporal and spatial trends of residential energy consumption and air pollutant emissions in China
14245,16_heat_pump_district_cool_boiler,272,The performance of eco-refurbished housing under current and future UK climates
14246,16_heat_pump_district_cool_boiler,272,Impact of global warming on performance of ground source heat pumps in US climate zones
14247,16_heat_pump_district_cool_boiler,272,Assessment of long-term sustainable end-use energy demand in Romania
14248,16_heat_pump_district_cool_boiler,272,Promoting sustainability of use of biomass as energy resource: Pakistan’s perspective
14249,16_heat_pump_district_cool_boiler,272,DEVELOPMENT OF A COSTING METHODOLOGY FOR SOLAR THERMAL SYSTEMS: APPLICATION TO PORTUGUESE SCENARIO
14250,16_heat_pump_district_cool_boiler,272,Climate change mitigation potential of local use of harvest residues for bioenergy in Canada
14251,16_heat_pump_district_cool_boiler,272,Uncertainty in future agro-climate projections in the United States and benefits of greenhouse gas mitigation
14252,16_heat_pump_district_cool_boiler,272,Feasibility of energy reduction targets under climate change: The case of the residential heating energy sector of the Netherlands
14253,16_heat_pump_district_cool_boiler,272,Biomass in the fuel mix of the Polish energy and heating sector
14254,16_heat_pump_district_cool_boiler,272,FORECASTING THE PELLET BOILER STOCK IN AUSTRIA UNTIL 2030 AND ASSESSING THE POTENTIAL TO REDUCE GHG EMISSIONS AND SUBSTITUTE FOSSIL FUELS
14255,16_heat_pump_district_cool_boiler,272,Limits and uncertainty for energy efficiency in the UK housing stock
14256,16_heat_pump_district_cool_boiler,272,Uncertainties in future projections of summer droughts and heat waves over the contiguous United States
14257,16_heat_pump_district_cool_boiler,272,The Potential for CCUS in Selected Industrial Sectors - Summary of Concept Evaluations in Finland
14258,16_heat_pump_district_cool_boiler,272,Industrial decarbonisation of the pulp and paper sector: A UK perspective
14259,16_heat_pump_district_cool_boiler,272,Thermal bioclimate analysis for Europe and Italy
14260,16_heat_pump_district_cool_boiler,272,"Low-carbon geoenergy resource options in the midland valley of Scotland, UK"
14261,16_heat_pump_district_cool_boiler,272,Concept and Current State of CO2 Ultimate Reduction in the Steelmaking Process (COURSE50) Aimed at Sustainability in the Japanese Steel Industry
14262,16_heat_pump_district_cool_boiler,272,"Evaluation of two species from the dry rain forest in environmental gradients in Michoacan, Mexico"
14263,16_heat_pump_district_cool_boiler,272,Optimal configuration of energy system in multiple households with power interchange for reduction of CO2 emissions in Japan
14264,16_heat_pump_district_cool_boiler,272,"The EU Electricity Sector Will Need Reform, Again"
14265,16_heat_pump_district_cool_boiler,272,Regional power system modeling for evaluating renewable energy development and CO2 emissions reduction in China
14266,16_heat_pump_district_cool_boiler,272,Carbon Benchmark for Czech Residential buildings based on climate goals set by the Paris Agreement for 2030
14267,16_heat_pump_district_cool_boiler,272,Potentiality of biomass-nuclear hybrid system deployment scenario: Techno-economic feasibility perspective in South Korea
14268,16_heat_pump_district_cool_boiler,272,Potential energy savings and mitigation of emissions by insulation for residential buildings in Mexico
14269,16_heat_pump_district_cool_boiler,272,Overview of the Tritium Technologies for the EU DEMO Breeding Blanket
14270,16_heat_pump_district_cool_boiler,272,Power digest: Sweden's state-owned power company
14271,16_heat_pump_district_cool_boiler,272,Development of German Retrofit Policy
14272,16_heat_pump_district_cool_boiler,272,Effect of major policy disruptions in energy system transition: Case Finland
14273,16_heat_pump_district_cool_boiler,272,"Bioenergy technologies, uses, market and future trends with Austria as a case study"
14274,16_heat_pump_district_cool_boiler,272,Transformation towards a renewable energy system in Brazil and Mexico-Technological and structural options for Latin America
14275,16_heat_pump_district_cool_boiler,272,Carbon emission and abatement potential outlook in China's building sector through 2050
14276,16_heat_pump_district_cool_boiler,272,Mandating better buildings: A global review of building codes and prospects for improvement in the United States
14277,16_heat_pump_district_cool_boiler,272,Replacing fossil fuels and nuclear power with renewable energy: Utopia or valid option? A Swiss case study of bioenergy
14278,16_heat_pump_district_cool_boiler,272,A factor-based bottom-up approach for the long-term electricity consumption estimation in the Japanese residential sector
14279,16_heat_pump_district_cool_boiler,272,"Impact of climate and population change on temperature-related mortality burden in Bavaria, Germany"
14280,16_heat_pump_district_cool_boiler,272,"Simulation of climate change impact on energy consumption in buildings, case study of Iran"
14281,16_heat_pump_district_cool_boiler,272,Role of energy efficiency standards in reducing CO2 emissions in Germany: An assessment with TIMES
14282,16_heat_pump_district_cool_boiler,272,Projected future temporal trends of two different urban heat islands in Athens (Greece) under three climate change scenarios: A statistical approach
14283,16_heat_pump_district_cool_boiler,272,NOx emission reduction from Romania power plants - Still an actual necessity
14284,16_heat_pump_district_cool_boiler,272,Fuel switching as an option for medium-term emission reduction - A model-based analysis of reactions to price signals and regulatory action in German industry
14285,16_heat_pump_district_cool_boiler,272,Assessment of the current thermal performance level of the Swiss residential building stock: Statistical analysis of energy performance certificates
14286,16_heat_pump_district_cool_boiler,272,Analysis of energy and carbon flows in the future Norwegian dwelling stock
14287,16_heat_pump_district_cool_boiler,272,"Role of lignin in reducing life-cycle carbon emissions, water use, and cost for United States cellulosic biofuels"
14288,16_heat_pump_district_cool_boiler,272,Modeling framework for planning and operation of multi-modal energy systems in the case of Germany
14289,16_heat_pump_district_cool_boiler,272,The role of decentralized generation and storage technologies in future energy systems planning for a rural agglomeration in Switzerland
14290,16_heat_pump_district_cool_boiler,272,Decarbonising the finnish transport sector by 2050—Electricity or biofuels?
14291,16_heat_pump_district_cool_boiler,272,Building a hydrogen infrastructure in the USA
14292,16_heat_pump_district_cool_boiler,272,Energy Demand Forecast Models for Commercial Buildings in South Korea
14293,16_heat_pump_district_cool_boiler,272,Measuring the thermal energy performance gap of labelled residential buildings in Switzerland
14294,16_heat_pump_district_cool_boiler,272,Performance comparison of UK domestic renewable incentives
14295,16_heat_pump_district_cool_boiler,272,The shape of future electricity demand: Exploring load curves in 2050s Germany and Britain
14296,16_heat_pump_district_cool_boiler,272,Energy efficiency potentials in the chlor-alkali sector - A case study of shandong province in China
14297,16_heat_pump_district_cool_boiler,272,Climate change effects on livestock in the Northeast US and strategies for adaptation
14298,16_heat_pump_district_cool_boiler,272,Australian climate extremes in the 21st century according to a regional climate model ensemble: Implications for health and agriculture
14299,16_heat_pump_district_cool_boiler,272,The impact of uncertainties on the UK's medium-term climate change targets
14300,16_heat_pump_district_cool_boiler,272,Environmental impacts of future low-carbon electricity systems: Detailed life cycle assessment of a Danish case study
14301,16_heat_pump_district_cool_boiler,272,Urban Energy Systems and the Transition to Zero Carbon - Research and Case Studies from the USA and Europe
14302,16_heat_pump_district_cool_boiler,272,Modeling of current and future energyintensity and greenhouse gas emissions ofthe Lebanese industrial sector: Assessmentof mitigation options
14303,16_heat_pump_district_cool_boiler,272,A bridging framework for studying transition pathways – From systems models to local action in the Swedish heating domain
14304,16_heat_pump_district_cool_boiler,272,Nonlinear effect of compound extreme weather events on ozone formation over the United States
14305,16_heat_pump_district_cool_boiler,272,Listing up Categories and Elements of Green Campus Promotion for Aalto University through Abroad Field Survey in Finland
14306,16_heat_pump_district_cool_boiler,272,Energy forum. Energy country Poland. Strategies for the future energy mix [EnergieForum. Energieland Polen. Strategien für den künftigen energiemix]
14307,16_heat_pump_district_cool_boiler,272,The current situation on CO 2 emissions from the steel industry in Thailand and mitigation options
14308,16_heat_pump_district_cool_boiler,272,Energy conservation tracking of Thailand's energy and GHG mitigation plan: A case of Thailand's textile industry
14309,16_heat_pump_district_cool_boiler,272,Industrial energy use and carbon emissions reduction in the iron and steel sector: A UK perspective
14310,16_heat_pump_district_cool_boiler,272,Control power provision with power-to-heat plants in systems with high shares of renewable energy sources - An illustrative analysis for Germany based on the use of electric boilers in district heating grids
14311,16_heat_pump_district_cool_boiler,272,"Possibilities for the use of geothermal energy in new residential buildings in Serbia, case study: Urban blocks in city of Kragujevac"
14312,16_heat_pump_district_cool_boiler,272,Air temperature-related human health outcomes: Current impact and estimations of future risks in Central Italy
14313,16_heat_pump_district_cool_boiler,272,An analysis of the costs of energy saving and CO2 mitigation in rural households in China
14314,16_heat_pump_district_cool_boiler,272,Modeling increased demand of energy for air conditioners and consequent CO2 emissions to minimize health risks due to climate change in India
14315,16_heat_pump_district_cool_boiler,272,Overview of energy consumption and GHG mitigation technologies in the building sector of Japan
14316,16_heat_pump_district_cool_boiler,272,Renewable energy leapfrogging in China's urban development? Current status and outlook
14317,16_heat_pump_district_cool_boiler,272,CO2 mitigation potential and marginal abatement costs in Thai residential and building sectors
14318,16_heat_pump_district_cool_boiler,272,"Indoor overheating and mitigation of converted lofts in London, UK"
14319,16_heat_pump_district_cool_boiler,272,"Impacts of Climate Change, Income Change, and Mitigation Measures on CO2 Emission in the Korean Residential Sector in 2050"
14320,16_heat_pump_district_cool_boiler,272,Comparition of Korean and Japanese Renewable Energy Policies
14321,16_heat_pump_district_cool_boiler,272,Scenarios of GHG emissions from fuel combustion in Kazakhstan
14322,16_heat_pump_district_cool_boiler,272,"Lessons of climate change, stories of solutions. The Netherlands: Innovative technology"
14323,16_heat_pump_district_cool_boiler,272,"Lessons of climate change, stories of solutions. Bangladesh: Adaptation"
14324,16_heat_pump_district_cool_boiler,272,Prediction of greenhouse gas reduction potential in Japanese residential sector by residential energy end-use model
14325,16_heat_pump_district_cool_boiler,272,High-Resolution Gridded Population Projections for China Under the Shared Socioeconomic Pathways
14326,16_heat_pump_district_cool_boiler,272,Global warming impact on climate change in Serbia for the period 1961-2100
14327,16_heat_pump_district_cool_boiler,272,Reduction of greenhouse gas emissions from UK hotels in 2030
14328,16_heat_pump_district_cool_boiler,272,Assessment of projected temperature impacts from climate change on the U.S. electric power sector using the Integrated Planning Model®
14329,16_heat_pump_district_cool_boiler,272,Integrated and dynamic energy modelling of a regional system: A cost-optimized approach in the deep decarbonisation of the Province of Trento (Italy)
14330,16_heat_pump_district_cool_boiler,272,Technology options for reducing CO2 in China's electricity sector in 2010-2030: From the perspective of internal and social costs
14331,16_heat_pump_district_cool_boiler,272,"Comparison of Urban Energy Consumption and Carbon Emissions in China Cities Case of Beijing, Shanghai, Tianjing and Chongqing City"
14332,16_heat_pump_district_cool_boiler,272,"Scenario Simulation of the Influence of Land Use Change on the Regional Temperature in a Rapidly Urbanizing Region: A Case Study in Southern-Jiangsu, China"
14333,16_heat_pump_district_cool_boiler,272,The Effect of Electric Vehicle Deployment on Renewable Electricity Generation in an Isolated Grid System: The Case Study of Cyprus
14334,16_heat_pump_district_cool_boiler,272,Application of a costing methodology to estimate capital costs of solar thermal systems in residential Portuguese context
14335,16_heat_pump_district_cool_boiler,272,Integrated assessment of CCS in the German power plant sector with special emphasis on the competition with renewable energy technologies
14336,16_heat_pump_district_cool_boiler,272,Heat in courtyards: A validated and calibrated parametric study of heat mitigation strategies for urban courtyards in the Netherlands
14337,16_heat_pump_district_cool_boiler,272,"Black carbon radiative forcing in south Mexico City, 2015"
14338,16_heat_pump_district_cool_boiler,272,Integrated modelling of climate control and air pollution: Methodology and results from one-way coupling of an energy-environment-economy (E3MG) and atmospheric chemistry model (p-TOMCAT) in decarbonising scenarios for Mexico to 2050
14339,16_heat_pump_district_cool_boiler,272,Towards a low-carbon future in China's building sector-A review of energy and climate models forecast
14340,16_heat_pump_district_cool_boiler,272,EU's strategic energy outlook strategic energy review cements big-tech energy scenario
14341,16_heat_pump_district_cool_boiler,272,System effects of high demand-side electrification rates: A scenario analysis for Germany in 2030
14342,16_heat_pump_district_cool_boiler,272,How to achieve a complete decarbonization of the Italian energy system by 2050?
14343,16_heat_pump_district_cool_boiler,272,CHP/DHC country scorecard: United Kingdom
14344,16_heat_pump_district_cool_boiler,272,White paper. A new energy policy in the UK [Livre blanc. Une nouvelle politique énergétique au Royaume-Uni]
14345,16_heat_pump_district_cool_boiler,272,"US surface ozone trends and extremes from 1980 to 2014: Quantifying the roles of rising Asian emissions, domestic controls, wildfires, and climate"
14346,16_heat_pump_district_cool_boiler,272,"Emerging bioeconomy sectors in energy systems modeling – Integrated systems analysis of electricity, heat, road transport, aviation, and chemicals: a case study for the Netherlands"
14347,16_heat_pump_district_cool_boiler,272,Reducing industrial energy demand in the UK: A review of energy efficiency technologies and energy saving potential in selected sectors
14348,16_heat_pump_district_cool_boiler,272,Possible role of hydrogen in an Austrian sustainable energy system 2050
14349,16_heat_pump_district_cool_boiler,272,Near-term climate impacts of Finnish residential wood combustion
14350,16_heat_pump_district_cool_boiler,272,THE PIVOTAL ROLE OF ELECTRICITY TO THE DEEP DECARBONIZATION OF ENERGY SYSTEM: COST-EFFECTIVENESS OPTIONS FOR PORTUGAL
14351,16_heat_pump_district_cool_boiler,272,Life cycle assessment of a biomass CHP plant in UK: The Heathrow energy centre case
14352,16_heat_pump_district_cool_boiler,272,An impact assessment of sustainable technologies for the Chinese urban residential sector at provincial level
14353,16_heat_pump_district_cool_boiler,272,Heat integration of a boiler and its corresponding environmental study in an oleochemical production plant: An industry case study in Malaysia
14354,16_heat_pump_district_cool_boiler,272,Exploring marine energy potential in the uk using a whole systems modelling approach
14355,16_heat_pump_district_cool_boiler,272,Greenhouse gas emission accounting at urban level: A case study of the city of Wroclaw (Poland)
14356,16_heat_pump_district_cool_boiler,272,Low-emission modeling for energy demand in the household sector: A study of Pakistan as a developing economy
14357,16_heat_pump_district_cool_boiler,272,The effect of climate change on office building energy consumption in Japan
14358,16_heat_pump_district_cool_boiler,272,Accelerating geothermal energy projects in the Netherlands through acquisition of high quality long-offset 2D seismic
14359,16_heat_pump_district_cool_boiler,272,Analysis: Sweden hopes to be carbon neutral by 2050 with nuclear
14360,16_heat_pump_district_cool_boiler,272,A Study on the Japan Environment Agency’s Design Techniques for Environment Symbiotic Housing
14361,16_heat_pump_district_cool_boiler,272,Focus: United Kingdom: Ambitious targets for green energy
14362,16_heat_pump_district_cool_boiler,272,Outlook on South-East European power system until 2050: Least-cost decarbonization pathway meeting EU mitigation targets
14363,16_heat_pump_district_cool_boiler,272,The eco-refurbishment of a 19th century terraced house: Energy and cost performance for current and future UK climates
14364,16_heat_pump_district_cool_boiler,272,"Electricity, the silver bullet for the deep decarbonisation of the energy system? Cost-effectiveness analysis for Portugal"
14365,16_heat_pump_district_cool_boiler,272,"A low carbon infrastructure plan for Toronto, Canada"
14366,16_heat_pump_district_cool_boiler,272,Economic viability in thermal retrofit policies: Learning from ten years of experience in Germany
14367,16_heat_pump_district_cool_boiler,272,Climate Change Resilient Urban Prototypes—A Canadian Perspective on Net Zero Energy Design for Retail Amenities
14368,16_heat_pump_district_cool_boiler,272,Abundance of adverse environmental conditions during critical stages of crop production in Northern Germany
14369,16_heat_pump_district_cool_boiler,272,"Climate Change: Fundamentals, Agroclimatic Conditions in Bulgaria, and Resilience Agriculture Through Adaptation"
14370,16_heat_pump_district_cool_boiler,272,Vulnerability of the Russian power industry to the climate change
14371,16_heat_pump_district_cool_boiler,272,"Application of csm- ceres-maize model for seasonal and multi-decadal predictions of maize yield in under subtropical condition of Chitwan, Nepal"
14372,16_heat_pump_district_cool_boiler,272,Projection of Cement Demand and Analysis of the Impacts of Carbon Tax on Cement Industry in China
14373,16_heat_pump_district_cool_boiler,272,Climate adaptation wedges: a case study of premium wine in the western United States
14374,16_heat_pump_district_cool_boiler,272,Electricity consumption and CO2 capture potential in Spain
14375,16_heat_pump_district_cool_boiler,272,"Geothermal subsidence study at Wairakei-Tauhara, New Zealand"
14376,16_heat_pump_district_cool_boiler,272,Power-to-steel: Reducing CO2 through the integration of renewable energy and hydrogen into the German steel industry
14377,16_heat_pump_district_cool_boiler,272,The carbon footprint of household energy use in the United States
14378,16_heat_pump_district_cool_boiler,272,Swiss risk mitigation schemes
14379,16_heat_pump_district_cool_boiler,272,Sustainable bioenergy options for Mexico: GHG mitigation and costs
14380,16_heat_pump_district_cool_boiler,272,Analysis of environmental impacts of renewable energy on the Moroccan electricity sector: A System Dynamics approach
14381,16_heat_pump_district_cool_boiler,272,Optimization approach for greenhouse gas to green energy for a low carbon region of Iskandar Malaysia
14382,16_heat_pump_district_cool_boiler,272,Policies to decarbonize the Swiss residential building stock: An agent-based building stock modeling assessment
14383,16_heat_pump_district_cool_boiler,272,"A stochastic optimization model for carbon mitigation path under demand uncertainty of the power sector in Shenzhen, China"
14384,16_heat_pump_district_cool_boiler,272,"Socio-technical transitions in UK electricity: part 1-history, actors and pathways"
14385,16_heat_pump_district_cool_boiler,272,Assessment of decarbonisation scenarios for the residential buildings of Serbia
14386,16_heat_pump_district_cool_boiler,272,Transition pathways for a UK low-carbon electricity system: Comparing scenarios and technology implications
14387,16_heat_pump_district_cool_boiler,272,Assessing summertime urban warming and the cooling efficacy of adaptation strategy in the Chengdu-Chongqing metropolitan region of China
14388,16_heat_pump_district_cool_boiler,272,Exploring energy pathways for the low-carbon transformation in India—a model-based analysis
14389,16_heat_pump_district_cool_boiler,272,"Prediction of reduction potential of pollutant emissions under the coal cap policy in BTH region, China"
14390,16_heat_pump_district_cool_boiler,272,"Retrofitting housing with lightweight green roof technology in Sydney, Australia, and Rio de Janeiro, Brazil"
14391,16_heat_pump_district_cool_boiler,272,Potential effects of vacuum insulating glazing application for reducing greenhouse gas emission (GHGE) from apartment buildings in the Korean Capital Region
14392,16_heat_pump_district_cool_boiler,272,Environmental Distributions of Benzo[a]pyrene in China: Current and Future Emission Reduction Scenarios Explored Using a Spatially Explicit Multimedia Fate Model
14393,16_heat_pump_district_cool_boiler,272,"Impacts of Land use Changes on Urban Heat Islands in Hanoi, Vietnam: Scenario Analysis"
14394,16_heat_pump_district_cool_boiler,272,Efficiency of green roofs and green walls as climate change mitigation measures in extremely hot and dry climate: Case study of Qatar
14395,16_heat_pump_district_cool_boiler,272,Guiding the future energy transition to net-zero emissions: Lessons from exploring the differences between France and Sweden
14396,16_heat_pump_district_cool_boiler,272,Adapting to a warmer climate - Affordable low-carbon retrofits and occupant options for typical Australian houses
14397,16_heat_pump_district_cool_boiler,272,Optimization of Malaysia's power generation mix to meet the electricity demand by 2050
19493,25_flood_risk_coastal_sea_disast,284,Flood insurance arrangements in the European Union for future flood risk under climate and socioeconomic change
19494,25_flood_risk_coastal_sea_disast,284,"Economic evaluation of climate risk adaptation strategies: Cost-benefit analysis of flood protection in Tabasco, Mexico"
19495,25_flood_risk_coastal_sea_disast,284,"Coping with climate variability and climate change in La Ceiba, Honduras"
19496,25_flood_risk_coastal_sea_disast,284,"Assessment of tangible direct flood damage using a spatial analysis approach under the effects of climate change: Case study in an urban watershed in Hanoi, Vietnam"
19497,25_flood_risk_coastal_sea_disast,284,"Quantitative Flood Risk Projection in Java Island, Indonesia"
19498,25_flood_risk_coastal_sea_disast,284,An analysis of the flood management and mitigation measures in Zimbabwe for a sustainable future
19499,25_flood_risk_coastal_sea_disast,284,Can Bangladesh be protected from floods?
19500,25_flood_risk_coastal_sea_disast,284,Flood projections within the Niger River Basin under future land use and climate change
19501,25_flood_risk_coastal_sea_disast,284,Societal and economic impacts of flood hazards in Turkey-an overview
19502,25_flood_risk_coastal_sea_disast,284,Climate change impacts on flood risk and asset damages within mapped 100-year floodplains of the contiguous United States
19503,25_flood_risk_coastal_sea_disast,284,A multi-disciplinary approach to evaluate pluvial floods risk under changing climate: The case study of the municipality of Venice (Italy)
19504,25_flood_risk_coastal_sea_disast,284,Will Evolving Climate Conditions Increase the Risk of Floods of the Large U.S.-Canada Transboundary Richelieu River Basin?
19505,25_flood_risk_coastal_sea_disast,284,A rapid method for flood susceptibility mapping in two districts of Phatthalung Province (Thailand): present and projected conditions for 2050
19506,25_flood_risk_coastal_sea_disast,284,Impacts of Climate Change and Remote Natural Catastrophes on EU Flood Insurance Markets: An Analysis of Soft and Hard Reinsurance Markets for Flood Coverage
19507,25_flood_risk_coastal_sea_disast,284,Guidelines for the strategic management of flood risks in industrial plant oil in the Brazilian coast: Adaptive measures to the impacts by relative sea level rise
19508,25_flood_risk_coastal_sea_disast,284,Present day and future scenarios of coastal erosion and flooding processes along the Italian Adriatic coast: the case of Molise region
19509,25_flood_risk_coastal_sea_disast,284,"Quantification and mapping of coastal flooding extension for bissau, guinea-bissau: A climate change scenario perspective [Quantificação e cartografia da extensão de inundação costeira em bissau, guiné-bissau: Perspetiva em cenário de alterações climáticas]"
19510,25_flood_risk_coastal_sea_disast,284,The relevance of flood hazards and impacts in Turkey: What can be learned from different disaster loss databases?
19511,25_flood_risk_coastal_sea_disast,284,Comparing the cost effectiveness of nature-based and coastal adaptation: A case study from the Gulf Coast of the United States
19512,25_flood_risk_coastal_sea_disast,284,Socio-economic vulnerability of the megacity of Shanghai (China) to sea-level rise and associated storm surges
19513,25_flood_risk_coastal_sea_disast,284,Impacts of future climate change on urban flood volumes in Hohhot in northern China: benefits of climate change mitigation and adaptations
19514,25_flood_risk_coastal_sea_disast,284,Future projections of flood dynamics in the Vietnamese Mekong Delta
19515,25_flood_risk_coastal_sea_disast,284,Valuing welfare impacts of climate change in coastal areas: a French case study
19516,25_flood_risk_coastal_sea_disast,284,"Climate risk assessments and management options for redevelopment of the Parliamentary Complex in Samoa, South Pacific"
19517,25_flood_risk_coastal_sea_disast,284,On future flood magnitudes and estimation uncertainty across 151 catchments in mainland China
19518,25_flood_risk_coastal_sea_disast,284,Evaluating climate change adaptation policies for urban transportation in India
19519,25_flood_risk_coastal_sea_disast,284,"Analysis of the Man-Made Causes of Shiraz Flash Flood: Iran, 2019"
